first_name,last_name,team,games_suspended,category,desc.,year,source
Ben,Roethlisberger,PIT,4,Personal conduct,Sexual assault,2012,http://www.nfl.com/news/story/09000d5d81a3eb23/article/goodell-reduces-roethlisbergers-suspension-to-four-games
Art,Schlichter,ATL,16,Personal conduct,Gambling,1983,http://espn.go.com/blog/nflnation/tag/_/name/frank-filchock
Donte,Stallworth,NE,16,Personal conduct,DUI manslaughter,2009,http://espn.go.com/blog/nflnation/tag/_/name/frank-filchock
Aqib,Talib,TB,1,Personal conduct,"Simple battery, resisting arrest",2009,http://www.denverpost.com/broncos/ci_25352579/broncos-cornerback-aqib-talib-comes-denver-plenty-baggage
Brandon,Underwood,GB,2,Personal conduct,Domestic violence,2011,http://www.nationalfootballpost.com/Report-NFL-suspends-Brandon-Underwood-for-2-games.html
Michael,Vick,SD,2,Personal conduct,Dogfighting,2007,http://espn.go.com/blog/nflnation/tag/_/name/frank-filchock
Eric,Warfield,KC,4,Personal conduct,"DUI arrest, multiple",2005,http://sports.espn.go.com/nfl/columns/story?columnist=pasquarelli_len&id=2106473
Donald,Washington,KC,3,Personal conduct,"DUI, marijuana-related",2012,http://www.nfl.com/news/story/09000d5d82ab54ab/article/kansas-city-chiefs-donald-washington-charged-with-dui
Fabian,Washington,OAK,1,Personal conduct,Domestic violence,2008,http://espn.go.com/blog/baltimore-ravens/post/_/id/10593/what-punishment-should-ray-rice-expect
Cary,Williams,BAL,2,Personal conduct,Domestic violence,2010,http://sports.espn.go.com/nfl/news/story?id=5401102
D.J.,Williams,NE,3,Personal conduct,DUI arrest,2012,http://espn.go.com/nfl/story/_/id/8466699/denver-broncos-linebacker-dj-williams-suspended-3-more-games
Paul,Zukauskas,CLE,1,Personal conduct,DUI (acquitted),2004,http://www.usatoday.com/sports/nfl/arrests/
Frank,Alexander,HOU,4,Substance abuse,,2014,http://espn.go.com/nfl/story/_/id/10873670/de-frank-alexander-carolina-panthers-suspended-four-games-violating-nfl-substance-abuse-policy
Jordan,Babineaux,SEA,2,Substance abuse,,2008,http://seattletimes.com/html/seahawks/2008148770_webhawk31.html
Justin,Blackmon,JAX,4,Substance abuse,,2013,http://thebiglead.com/2013/04/30/justin-blackmon-of-the-jaguars-suspended-for-4-games-for-violating-league-policy-on-substance-abuse/
Nigel,Brandham,BUF,1,Substance abuse,Marijuana-related,2014,http://www.nfl.com/news/story/0ap2000000371523/article/bills-lb-nigel-bradham-suspended-for-opening-game
LaVon,Brazill,IND,4,Substance abuse,,2013,http://www.nfl.com/news/story/0ap1000000214428/article/lavon-brazill-suspended-for-violating-substance-policy
Brandon,Collins,MIA,4,Substance abuse,,2013,http://www.nfl.com/news/story/0ap1000000214394/article/brandon-collins-banned-for-violating-substance-policy
Nate,Collins,CHI,1,Substance abuse,Marijuana-related,2012,http://www.nfl.com/news/story/09000d5d82aaddb5/article/chicago-bears-dt-nate-collins-suspended-one-game-by-nfl
Fred,Davis,WAS,4,Substance abuse,Marijuana-related,2011,http://www.cbssports.com/nfl/eye-on-football/24448694/redskins-te-fred-davis-suspended-Indefiniteinitely-by-nfl
Jason,Ferguson,NYJ,4,Substance abuse,,1999,http://sports.espn.go.com/nfl/news/story?id=4973457
Josh,Gordon,CLE,2,Substance abuse,,2013,http://www.nfl.com/news/story/0ap1000000210218/article/josh-gordon-suspended-two-cleveland-browns-games
William,Green,CLE,4,Substance abuse,Marijuana-related,2003,http://sports.espn.go.com/nfl/news/story?id=1665738
Tamba,Hali,KC,1,Substance abuse,,2012,http://espn.go.com/nfl/trainingcamp12/story/_/id/8284849/kansas-city-chiefs-tamba-hali-suspended-one-game-nfl
Rodney,Harrison,NE,4,Substance abuse,,2007,http://sports.espn.go.com/nfl/news/story?id=2999994
Will,Hill,NYG,4,Substance abuse,Marijuana-related,2013,http://espn.go.com/new-york/nfl/story/_/id/11007693/will-hill-new-york-giants-suspended-six-games-violating-nfl-substance-abuse-policy
Santonio,Holmes,NYG,4,Substance abuse,,2010,http://sports.espn.go.com/new-york/nfl/news/story?id=5077088
Jayron,Hosley,TEN,4,Substance abuse,,2014,http://www.nfl.com/news/story/0ap2000000355977/article/giants-jayron-hosley-suspended-for-four-games
Leroy,Irvin,LA,3,Substance abuse,Marijuana-related,1989,http://articles.latimes.com/1989-08-30/sports/sp-1280_1_leroy-irvin
Rob,Jackson,WAS,4,Substance abuse,,2013,http://www.nfl.com/news/story/0ap1000000152373/article/washington-redskins-lb-rob-jackson-suspended-four-games
Tanard,Jackson,TB,4,Substance abuse,,2014,http://www.nfl.com/news/story/0ap2000000364087/article/tanard-jackson-suspended-Indefiniteinitely-by-nfl
Javarris,James,ARI,4,Substance abuse,,2013,http://profootballtalk.nbcsports.com/2013/02/13/javarris-james-suspended-four-games/
Von,Miller,DEN,4,Substance abuse,Marijuana-related,2013,http://www.denverpost.com/ci_23711440/broncos-star-von-miller-suspended-four-games-by
Orson,Mobley,DEN,4,Substance abuse,,1989,http://articles.chicagotribune.com/1989-08-30/sports/8901090097_1_steroid-drug-policy-league-spokesman-joe-browne
Brandon,Moore,WAS,4,Substance abuse,,2014,http://www.cbssports.com/nfl/eye-on-football/24519089/redskins-de-brandon-moore-suspended-4-games
Shawn,Nelson,BUF,4,Substance abuse,,2010,http://www.buffalobills.com/news/article-3/TE-Nelson-suspended-for-first-four-games/b4507a26-f7ac-4bf9-9cf7-c47b2f079781
Isaiah,Pead,STL,1,Substance abuse,Marijuana-related,2013,http://www.nfl.com/news/story/0ap1000000208343/article/isaiah-pead-suspended-for-substance-abuse-violation
Bert,Reed,PIT,4,Substance abuse,,2013,http://www.behindthesteelcurtain.com/2013/7/19/4537156/former-steelers-receiver-bert-reed-suspended-four-games
David,Reed,BAL,1,Substance abuse,Marijuana-related,2011,http://www.nfl.com/news/story/09000d5d821eb87b/article/ravens-david-reed-suspended-for-substanceabuse-violation
Duke,Robinson,CAR,4,Substance abuse,,2010,http://sports.espn.go.com/nfl/news/story?id=5906973
Ace,Sanders,JAX,4,Substance abuse,,2014,http://espn.go.com/nfl/story/_/id/11249916/ace-sanders-jacksonville-jaguars-takes-leave-suspension-looming
Jerome,Simpson,IND,3,Substance abuse,Marijuana-related,2012,http://espn.go.com/nfl/story/_/id/7849039/free-agent-receiver-jerome-simpson-suspended-three-games-league-source-says
Vai,Taua,SEA,4,Substance abuse,,2013,http://seattletimes.com/html/seahawks/2022327022_seahawks25xml.html
Christian,Thompson,BAL,4,Substance abuse,,2013,http://www.nfl.com/news/story/0ap1000000156390/article/christian-thompson-suspended-by-nfl-for-substance-abuse
Walter,Thurmond,SEA,4,Substance abuse,,2013,http://www.nfl.com/news/story/0ap2000000286330/article/walter-thurmond-to-drop-appeal-of-4game-suspension
Daryl,Washington,SEA,4,Substance abuse,,2012,http://www.nfl.com/news/story/0ap2000000354739/article/daryl-washington-suspended-for-at-least-one-year
Rokevious,Watkins,KC,4,Substance abuse,,2014,http://espn.go.com/nfl/story/_/id/11173854/rokevious-watkins-kansas-city-chiefs-suspended-four-games-violating-nfl-substance-abuse-policy
LenDale,White,FREE,4,Substance abuse,,2010,http://www.nfl.com/news/story/09000d5d818ee863/article/nfl-reveals-fourgame-ban-for-white-eightgamer-for-thomas
Ricky,Williams,MIA,4,Substance abuse,,2005,http://sports.espn.go.com/nfl/news/story?id=2421774
Lawrence,Wilson,STL,1,Substance abuse,Marijuana-related,2012,http://profootballtalk.nbcsports.com/2012/07/06/saints-linebacker-lawrence-wilson-suspended-fined-by-league/
Fred,Davis,WAS,99999999,"Substance abuse, repeated offense",Marijuana-related,2014,http://www.cbssports.com/nfl/eye-on-football/24448694/redskins-te-fred-davis-suspended-Indefiniteinitely-by-nfl
Justin,Blackmon,JAX,99999999,"Substance abuse, repeated offense",,2014,http://espn.go.com/nfl/story/_/id/11257934/justin-blackmon-jacksonville-jaguars-arrested-marijuana-possession
Justin,Blackmon,JAX,8,"Substance abuse, repeated offense",,2013,http://www.cbssports.com/nfl/eye-on-football/24171316/jaguars-wr-justin-blackmon-suspended-for-the-rest-of-2013-season
LaVon,Brazill,IND,99999999,"Substance abuse, repeated offense",,2014,http://www.nfl.com/news/story/0ap2000000364622/article/lavon-brazill-released-by-colts-in-wake-of-suspension
Brandon,Browner,ATL,4,"Substance abuse, repeated offense",,2009,http://profootballtalk.nbcsports.com/2014/03/05/browner-is-reinstated-with-four-game-suspension/
Wendell,Bryant,ARI,16,"Substance abuse, repeated offense",,2005,http://www.azcentral.com/sports/cardinals/articles/2009/05/13/20090513cards0514.html
Josh,Evans,TEN,16,"Substance abuse, repeated offense",,2000,http://articles.philly.com/2000-06-21/sports/25602268_1_linebacker-george-koonce-linebacker-na-il-diggs-draft
Will,Hill,NYG,6,"Substance abuse, repeated offense",,2014,http://espn.go.com/new-york/nfl/story/_/id/11007693/will-hill-new-york-giants-suspended-six-games-violating-nfl-substance-abuse-policy
Tanard,Jackson,WAS,99999999,"Substance abuse, repeated offense",,2014,http://www.nfl.com/news/story/0ap2000000364087/article/tanard-jackson-suspended-Indefiniteinitely-by-nfl
Tanard,Jackson,TB,16,"Substance abuse, repeated offense",,2014,http://www.nfl.com/news/story/0ap2000000364087/article/tanard-jackson-suspended-Indefiniteinitely-by-nfl
Johnny,Jolly,GB,32,"Substance abuse, repeated offense","Arrest, felony possession of codeine",2010,http://www.nfl.com/news/story/0ap1000000145928/article/johnny-jolly-reinstated-by-nfl-after-Indefiniteinite-suspension
Jamal,Lewis,BAL,4,"Substance abuse, repeated offense",,2004,http://sports.espn.go.com/nfl/columns/story?columnist=pasquarelli_len&id=1279780
Odell,Thurman,CIN,32,"Substance abuse, repeated offense",,2008,http://www.nfl.com/news/story/09000d5d80864644/article/bengals-release-reinstated-thurman-after-twoyear-suspension
Daryl,Washington,CAR,16,"Substance abuse, repeated offense",Marijuana-related,2012,http://www.nfl.com/news/story/0ap2000000354739/article/daryl-washington-suspended-for-at-least-one-year
Bernard,Williams,PHI,16,"Substance abuse, repeated offense",Marijuana-related,2001,http://articles.philly.com/2001-04-05/sports/25330303_1_training-camp-eagles-marijuana
Ricky,Williams,MIA,16,"Substance abuse, repeated offense",,2006,http://sports.espn.go.com/nfl/news/story?id=2421774
Stanley,Wilson,CIN,16,"Substance abuse, repeated offense",Cocaine-related,1999,http://www.enquirer.com/editions/1999/01/31/spt_hard_fall_for_man.html
Josh,Gordon,CLE,16,"Substance abuse, repeated offense",,2014,http://espn.go.com/nfl/story/_/id/11418388/josh-gordon-cleveland-browns-suspended-one-year
